,source,type,year,id,score,sent_a,sent_b
5408,main-news,headlines,2015,1138,3.20,Death toll from Egypt protests rises to 49,Death toll from Egypt violence rises to 638
5409,main-news,headlines,2015,1142,3.00,Syrian opposition agree to landmark peace talks,Syria opposition pressed to attend talks
5410,main-news,headlines,2015,1145,0.00,Poverty stats doubt Modi's development claims,GM to start taking recall compensation claims Aug 1
5411,main-news,headlines,2015,1146,0.00,Pro-Russia rebels to hold vote in Ukraine,Syria rebels: We killed Hezbollah men in Lebanon
5412,main-news,headlines,2015,1147,2.60,Georgians vote for new president,Ally of Georgia's billionaire PM to be president -exit polls
5413,main-news,headlines,2015,1149,4.20,"MERS respiratory illness found in U.S., officials confirm","First case of MERS, a SARS-like respiratory illness, reported in North America"
5414,main-news,headlines,2015,1152,4.80,EU declares Hezbollah's military wing terror group,EU puts Hezbollah military wing on terror list
5415,main-news,headlines,2015,1156,1.80,Germany welcomes Iran nuclear agreement,Syria welcomes Iran's nuclear deal
5416,main-news,headlines,2015,1158,2.20,"What the Papers Say, June 25, 2013","What the Papers Say, Aug. 19, 2013"
5417,main-news,headlines,2015,1160,4.80,Gunmen kill nine foreigners in Pakistan,Gunmen kill nine tourists in Pakistan
5418,main-news,headlines,2015,1163,1.80,2 Indian traders stranded in China sent back home,46 Indian nurses stranded in Iraq return home
5419,main-news,headlines,2015,1166,3.60,California governor declares drought emergency,California governor declares drought emergency as wildfires continue to burn
5420,main-news,headlines,2015,1167,0.40,Peace talks with Palestinians would take months: Israel official,3yo Palestinian girl killed in Israeli raid
5421,main-news,headlines,2015,1168,0.60,17:02 23 killed in Iraq car bombings,11 children killed in Syria bombings
5422,main-news,headlines,2015,1170,1.20,"Two dead, more trapped in latest Mumbai building collapse",Two are trapped as US building collapses
5423,main-news,headlines,2015,1171,0.00,Air strikes kills dozens in northern Syria,Ukraine will not give 'an inch' over Crimea
5424,main-news,headlines,2015,1174,1.40,Chinese tourist abducted from Malaysia,China returns 10 children abducted from Vietnam
5425,main-news,headlines,2015,1178,2.20,UN inspectors hail progress over Syria chemical weapons,U.S. has not concluded Syria used chemical weapons -White House
5426,main-news,headlines,2015,1182,0.00,Two arrests made after protest against Nigel Farage,Kerry vows progress after latest intensive Mideast trip
5427,main-news,headlines,2015,1184,2.40,Gunmen kill 15 Libyan soldiers,Gunmen kill 3 Lebanese troops near Syria
5428,main-news,headlines,2015,1185,4.40,Pictures show completed Costa Concordia operation,Timelapse of Costa Concordia operation
5429,main-news,headlines,2015,1186,5.00,Iran Nuclear Talks Enter Third Day,Iran nuclear talks enter crucial third day
5430,main-news,headlines,2015,1190,5.00,Protesters gather in Brazil despite concessions,Protests sweep Brazil despite concession
5431,main-news,headlines,2015,1195,4.60,Australian PM Kevin Rudd calls election for 7 September,Australian PM Rudd calls Sept. 7 poll
5432,main-news,headlines,2015,1198,3.00,Iran nuclear talks expected to resume this week,UK: Iran nuclear talks at a serious point
5433,main-news,headlines,2015,1202,2.20,Bangkok tense on Thai election eve,Bangladesh: Crackdown Escalates Ahead of Election
5434,main-news,headlines,2015,1206,0.00,China ‚Äėwill protect interests‚Äô of foreign business,Obama in ‚Äėdirect‚Äô confrontation with Putin on Ukraine
5435,main-news,headlines,2015,1210,5.00,D.C. Votes to Decriminalize Marijuana,DC votes to decriminalize pot
5436,main-news,headlines,2015,1211,0.00,Many dead as asylum boat sinks off Australia,Mandela spends third day in hospital
5437,main-news,headlines,2015,1214,2.60,North Korea's Kim hails execution of powerful uncle,North Korean intrigue: The execution of power
5438,main-news,headlines,2015,1216,4.20,Margaret Thatcher dies after stroke,Margaret Thatcher dies at 87
5439,main-news,headlines,2015,1217,2.40,"Chinese president arrives in Netherlands for state visit, nuclear summit",Chinese president arrives in Venezuela for state visit
5440,main-news,headlines,2015,1219,2.40,Israel sanctions Palestinians in new blow to peace talks,Israel to release Palestinian prisoners as part of deal to revive peace talks
5441,main-news,headlines,2015,1220,4.80,UK Sky News cameraman killed in Egypt,Sky News Cameraman Killed In Egypt
5442,main-news,headlines,2015,1224,4.40,Stocks rise in early trading,Stocks inch higher in early trading
5443,main-news,headlines,2015,1225,1.40,FBI audio expert testifies in Zimmerman trial,Jury selection begins in Zimmerman's trial
5444,main-news,headlines,2015,1227,4.40,Iranian nuclear talks to be extended to November,Iran nuclear talks extended to November 24
5445,main-news,headlines,2015,1232,1.20,Boston bombing suspect to appear in court,Boston bombing suspect buried
5446,main-news,headlines,2015,1234,3.20,Death toll in India building collapse hits 42,Toll from India building collapse hits 25
5447,main-news,headlines,2015,1238,0.40,Obama announces creation of twin manufacturing hubs,US stocks retreat on manufacturing data
5448,main-news,headlines,2015,1239,4.80,Five charged with terrorism offences,Five People Charged With Terror Offences
5449,main-news,headlines,2015,1240,0.80,President Obama reveals plans to withdraw troops from Afghanistan by 2016,US Government Shutdown: Obama tells Republicans to lift threat to US economy if they want talks
5450,main-news,headlines,2015,1241,2.60,"US, NATO Raise Doubts Russia Pulled Back from Ukraine Border","No Sign of Russian Withdrawal From Ukraine Border, Official Says"
5451,main-news,headlines,2015,1246,3.40,FTSE Bursa Malaysia update: 11.30am,FTSE Bursa Malaysia update: 3.00pm
5452,main-news,headlines,2015,1253,2.80,Glasgow Helicopter Crash Search Ends,Glasgow Helicopter Crash: Woman PC Is Victim
5453,main-news,headlines,2015,1261,3.20,Quotations in the News,Quotations of the day
5454,main-news,headlines,2015,1264,1.80,Philip leaves hospital after 11 days,Mandela leaves hospital after 10 days
5455,main-news,headlines,2015,1265,4.60,Bone fragment 'could be King Alfred',Remains in Winchester could be King Alfred the Great
5456,main-news,headlines,2015,1266,3.80,Israel frees second group of Palestinian prisoners,Israel releases 26 Palestinian prisoners
5457,main-news,headlines,2015,1269,3.80,Two skydivers dead after colliding during US jump,Two skydivers dead after colliding during jump in Arizona
5458,main-news,headlines,2015,1273,3.80,'Iron Man' jetpacks spark concerns in Hawaii,'Iron Man' Jetpacks Spark Concerns
5459,main-news,headlines,2015,1274,4.60,Israel frees Palestinian prisoners,Israel releases 26 Palestinian prisoners
5460,main-news,headlines,2015,1275,2.60,France Says Won't 'Shirk Responsibilities' in Syria,France urges EU to be united on Syria
5461,main-news,headlines,2015,1276,3.40,"Boston bombing suspect identified on surveillance video, no arrest","Boston bombing suspect was under FBI surveillance, says mother"
5462,main-news,headlines,2015,1279,3.20,China's anger at N. Korea overcomes worry over US,China's anger at North Korea overcomes worry over U.S. stealth flights
5463,main-news,headlines,2015,1283,2.20,China yuan strengthens to new high against USD,China yuan weakens to 6.1705 against USD
5464,main-news,headlines,2015,1285,3.20,Man held after teen shot in Belfast,"Man, 40, arrested after shooting"
5465,main-news,headlines,2015,1288,1.20,Police stop Maldives presidential election,Keita Wins Mali Presidential Election
5466,main-news,headlines,2015,1290,3.60,Indian army kill 3 militants in Indian-controlled Kashmir,Indian troops kill militant commander in Indian-controlled Kashmir
5467,main-news,headlines,2015,1294,1.20,Car bomb kills 20 in northwest Syria,Car bomb kills 40 in northwest Pakistan
5468,main-news,headlines,2015,1297,0.40,Iran ups oil swap with eastern neighbors,Iran urges rapid release of diplomat
5469,main-news,headlines,2015,1298,0.00,Turkey president appeals for calm,Texas house provisionally approves abortion law
5470,main-news,headlines,2015,1299,2.80,North Korea test fires 30 missiles into the sea,N Korea 'fires 100 shells' into the sea
5471,main-news,headlines,2015,1301,2.20,Man dies in Co Donegal house fire,Woman dies in Co Cork house fire
5472,main-news,headlines,2015,1302,0.60,"Doha gas blast kills 12, injures dozens","Syria missile kills 26, including 8 kids"
5473,main-news,headlines,2015,1307,0.20,Polling stations open at Ukrainian presidential election,Nominations open for e.TV Ghana Most Influential Awards
5474,main-news,headlines,2015,1308,2.60,India Ink: Image of the Day: April 21,India Ink: Image of the Day: May 2
5475,main-news,headlines,2015,1315,5.00,Two French journalists killed in Mali,France confirms two French journalists killed in Mali
5476,main-news,headlines,2015,1322,3.20,Gunmen kill nine tourists in Pakistan,Gunmen Attack Hotel In Remote Pakistani Province
5477,main-news,headlines,2015,1323,4.60,Israel and Hamas to observe brief Gaza truce,Israel And Hamas 'Accept Temporary Truce'
5478,main-news,headlines,2015,1329,0.40,China's troubled Xinjiang hit by more violence,China's online population rises to 618 mln
5479,main-news,headlines,2015,1333,3.80,Relatives scuffle with police after China fire kills 120,Angry families demand answers after China plant fire kills 119
5480,main-news,headlines,2015,1334,2.40,Iran rejects claim on chlorine bombs,Iran rejects MKO claim on nuclear site
5481,main-news,headlines,2015,1335,3.80,India Minister's wife died 'unnatural death' after affair rumours,Minister's wife's death 'unnatural'
5482,main-news,headlines,2015,1338,0.20,"3 dead, 1 hurt in shooting at S Carolina oceanfront motel","4 dead, 30 injured in train collision near Moscow"
5483,main-news,headlines,2015,1340,1.00,Burial of Boston bombing suspect appears legal,'Ready to go home:' Last Boston bombing victim leaves the hospital
5484,main-news,headlines,2015,1341,1.20,5 killed in S China road cave-in,02:41 156 killed in China earthquake
5485,main-news,headlines,2015,1342,0.00,South Africa president: Mandela is improving,Afghan president delays signing US deal
5486,main-news,headlines,2015,1343,0.60,"World News Update, what you need to know",Labour's 50p tax rate: what you need to know
5487,main-news,headlines,2015,1344,1.20,Syrian civil war in photos,Syrian civil war peace talks at risk from Iran invitation
5488,main-news,headlines,2015,1357,1.00,Abdullah Widens Lead in Afghan Presidential Poll,Explosions heard near Afghan presidential palace
5489,main-news,headlines,2015,1358,4.20,Imran blames rival for colleague murder,Pakistans Imran blames rival for killing party member
5490,main-news,headlines,2015,1361,2.80,Bangladesh Honors Factory Victims,Retailers back Bangladesh factory safety pact
5491,main-news,headlines,2015,1362,3.00,Man Who Set Himself on Fire on National Mall Has Died,"Man Sets Himself on Fire on National Mall, Flown to Hospital"
5492,main-news,headlines,2015,1366,5.00,Japan defends dolphin hunt after US criticism,Japan defends dolphin hunts after criticism from US
5493,main-news,headlines,2015,1367,1.40,"Bomb blast rocks shopping mall in Nigeria, 12 killed",Bomb blasts before Indian opposition rally kill 4
5494,main-news,headlines,2015,1368,3.40,"Philippines typhoon death toll at 4,460: UN","Philippines typhoon death toll rises above 5,000"
5495,main-news,headlines,2015,1371,0.60,Police fire teargas on Venezuelan vote protesters,Chavez heir Maduro wins Venezuela's presidency
5496,main-news,headlines,2015,1373,1.80,Wave of attacks kills at least 95 in Iraq,Suicide attack kills at least 12 in northern Iraq
5497,main-news,headlines,2015,1378,3.40,Top Chinese political advisor meets Greek PM,Top Chinese political advisor meets Yemeni president
5498,main-news,headlines,2015,1379,4.00,Palestinian diplomat injured in explosion in Prague,Palestinian ambassador injured in apartment blast
5499,main-news,headlines,2015,1380,5.00,Ukraine leader pledges crisis talks,Ukraine Leader Pledges Crisis Talks
5500,main-news,headlines,2015,1382,3.00,7 killed in attacks in Iraq,16 killed in series of attacks in Iraq
5501,main-news,headlines,2015,1384,1.20,US military presence in East Asia,NATO ups military presence amid Russian threat
5502,main-news,headlines,2015,1388,5.00,US believes Syrian government used chemical weapons,US suspects Syria used chemical weapons
5503,main-news,headlines,2015,1389,4.00,World powers and Iran to resume expert nuclear talks on Dec. 30,"Iran nuclear experts, world powers to resume talks next week"
5504,main-news,headlines,2015,1390,1.40,Egypt's Muslim Brotherhood Refuses to Back Down,Egyptian court sentences Muslim Brotherhood leader to life in prison
5505,main-news,headlines,2015,1391,2.20,"At least 6 dead in Canada bus, train crash",At least 6 dead in Paris train crash
5506,main-news,headlines,2015,1393,1.80,"Chinese president meets Greek PM, calling for stronger partnership",Chinese president meets Indian vice president
5507,main-news,headlines,2015,1394,5.00,AstraZeneca pays $4.1bn to buy Bristol-Myers Squibb out of diabetes alliance,AstraZeneca to buy Bristol out of diabetes venture for up to $4.1 billion
5508,main-news,headlines,2015,1395,0.00,Italian fugitive arrested in Dominican Republic,Australian icebreaker arrives in East Antarctica for new rescue bid
5509,main-news,headlines,2015,1398,1.40,"India, US to hold talks on China next week",Egypt to hold more talks with IMF on loan next week
5510,main-news,headlines,2015,1402,4.80,Israel Carrying Out Ground Offensive In Gaza,Israel Launches Ground Offensive In Gaza
5511,main-news,headlines,2015,1404,3.80,"Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption",Ehud Olmert sentenced to six years in Israel
5512,main-news,headlines,2015,1406,3.80,Brahimi apologises to Syria over lack of peace progress,Mediator apologizes to Syrians for lack of peace progress
5513,main-news,headlines,2015,1408,0.40,Egyptian protesters issue Morsi resignation ultimatum,Ukraine protesters battle police in new clashes
5514,main-news,headlines,2015,1410,0.00,5 Things to Know About the Sochi Olympics,7 Things to Know About Ethanol
5515,main-news,headlines,2015,1412,2.60,China stocks open lower on Wednesday,China's stocks close lower on Monday
5516,main-news,headlines,2015,1413,3.40,US delays missile test as tensions rise,William Hague: US decision to halt missile test 'sensible'
5517,main-news,headlines,2015,1414,5.00,Fire in Beijing kills 10,Fire in Beijing kills ten
5518,main-news,headlines,2015,1421,3.80,"India, China ink border pact; 8 other agreements","India, China ink agreement on trans-border rivers"
5519,main-news,headlines,2015,1427,5.00,Venezuela expels three U.S. diplomats,Venezuela Expels 3 U.S. Diplomats
5520,main-news,headlines,2015,1430,5.00,"Heavy smog hits north China city, flights cancelled","Heavy Smog Hits North China City, Flights Canceled"
5521,main-news,headlines,2015,1433,1.40,Russia claims to have foiled possible terror act,Russia says ballistic 'objects' fired in Mediterranean
5522,main-news,headlines,2015,1436,0.40,3 Chinese tourists killed in Pakistan,Seven kidnappers killed in southern Nigeria
5523,main-news,headlines,2015,1437,0.00,Sevens World Cup within Kenya‚Äôs reach,Clash of Styles in Court Opens Trial in Young Man‚Äôs Death
5524,main-news,headlines,2015,1439,2.60,Gunmen kill 10 foreign tourists in northern Pakistan,"Islamic militants kill 9 foreign tourists, 1 Pakistani"
5525,main-news,headlines,2015,1440,3.40,Austrian found hoarding 56 stolen skulls in home museum,Stolen skulls found in home museum
5526,main-news,headlines,2015,1443,5.00,Egypt Launches Offensive Against Sinai Militants,Egypt launches offensive against Sinai insurgents
5527,main-news,headlines,2015,1444,4.00,Record-setting Southwest heat wave turns fatal,"At least 1 dead, 40 hospitalized in Southwest heat wave"
5528,main-news,headlines,2015,1446,4.60,Detroit eligible for bankruptcy protection: U.S. judge,Detroit eligible for bankruptcy protection
5529,main-news,headlines,2015,1448,4.20,British Nobel-Winning Author Doris Lessing Dies,Nobel Prize winning author Doris Lessing dies
5530,main-news,headlines,2015,1452,4.80,Israeli government authorises new settlements ahead of talks,Israel Approves New Settlement Homes Ahead of Peace Talks
5531,main-news,headlines,2015,1458,1.60,Pakistani Taliban chief killed in US drone strike,Funeral for Pakistan Taliban chief 'set to take place'
5532,main-news,headlines,2015,1459,3.60,Putin signs Crimea annexe treaty,09:32 Putin signs off Crimea annexation
5533,main-news,headlines,2015,1460,1.80,FAA continues ban on US flights to Tel Aviv,FAA lifts ban on U.S. flights to Tel Aviv
5534,main-news,headlines,2015,1467,3.20,"Chinese envoy rebuts Vietnamese, Philippine accusations over South China Sea",China's Xi tells Vietnam wants peace in South China Sea
5535,main-news,headlines,2015,1469,2.80,Four more people arrested over Australia's largest illegal tobacco importation syndicate,Police target illegal tobacco syndicate
5536,main-news,headlines,2015,1472,0.40,"Obama moves to fill Fed board, taps Fischer to be No. 2",Obama voices willingness to talk with GOP on budget
5537,main-news,headlines,2015,1475,1.60,Iran's president condemns use of chemical weapons in Syria,Probe alleged use of chemical weapons in Syria
5538,main-news,headlines,2015,1476,0.40,A society fraying at the edges,Old TV alignments crack at the edges
5539,main-news,headlines,2015,1477,5.00,UN Invites Iran to Syrian Peace Conference,UN: Iran Invited to Attend Syrian Peace Conference
5540,main-news,headlines,2015,1478,0.00,Italy bus crash death toll rises,Starbucks clears college degree path for workers
5541,main-news,headlines,2015,1480,4.20,Soccer Ref Punched by Player Dies,Police: Utah soccer referee punched by player dies
5542,main-news,headlines,2015,1481,0.40,Angela Merkel headed for narrow win in German elections,Malawi's new president sworn in after disputed elections
5543,main-news,headlines,2015,1484,1.20,Israel detains 37 Palestinians as arrest operation continues,Israel criticizes Palestinian stance on settlers
5544,main-news,headlines,2015,1485,1.20,Rebels kill 21 civilians in Syria Alawite village,Bomb kills 18 civilians in Afghanistan
5545,main-news,headlines,2015,1486,5.00,World sends emergency relief to battered Philippines,Typhoon Haiyan: world sends relief to battered Philippines
5546,main-news,headlines,2015,1489,1.20,"Palestinian hunger striker, Israel reach deal",Palestinian activist detained in Israeli raid
5547,main-news,headlines,2015,1493,4.80,Assad says Syria will comply with UN arms resolution,Syria's Assad vows to comply with U.N. resolution
5548,main-news,headlines,2015,1496,4.60,South Korean President Sorry For Ferry Response,S. Korean president 'sorry' for ferry disaster
5549,main-news,headlines,2015,1498,0.00,Food price hikes raise concerns in Iran,American Chris Horner wins Tour of Spain
5550,main-news,headlines,2015,1499,2.00,Obama made last-minute decision on Syria approval,Obama mulls limited military action in Syria
5551,main-news,headlines,2016,0012,4,"Driver backs into stroller with child, drives off","Driver backs into mom, stroller with child then drives off"
5552,main-news,headlines,2016,0015,5,Spain Princess Testifies in Historic Fraud Probe,Spain princess testifies in historic fraud probe
5553,main-news,headlines,2016,0025,5,Senate confirms Obama nominee to key appeals court,Senate approves Obama nominee to key appeals court
5554,main-news,headlines,2016,0044,5,U.N. rights chief presses Egypt on Mursi detention,UN Rights Chief Presses Egypt on Morsi Detention
5555,main-news,headlines,2016,0052,5,US Senate confirms Janet Yellen as US Federal Reserve chief,Senate confirms Janet Yellen as next Federal Reserve Chair
5556,main-news,headlines,2016,0057,5,Syrian Rebel Groups Battle Each Other in North,Syrian rebel groups battle each other in north
5557,main-news,headlines,2016,0063,3,Mayawati demands president's rule in Kashmir,Mayawati demands Presidents rule in Jammu and Kashmir
5558,main-news,headlines,2016,0067,4,Uganda's president signs anti-gay bill,Uganda's president signs harsh anti-gay law
5559,main-news,headlines,2016,0070,5,"Rocks, Tear Gas Fly as Thai Protests Heat Up","Rocks, tear gas fly as Thai protests heat up"
5560,main-news,headlines,2016,0071,5,Boston bombing suspect buried in Virginia,Boston bomb suspect buried in Virginia cemetery
5561,main-news,headlines,2016,0076,5,Six dead in Philippine restaurant blast,6 killed in Philippines restaurant blast
5562,main-news,headlines,2016,0081,5,China army newspaper hits out at US's PRISM programme,China army newspaper slams US's PRISM program
5563,main-news,headlines,2016,0082,4,Silvio Berlusconi expelled from Italy's parliament,Silvio Berlusconi expelled from parliament
5564,main-news,headlines,2016,0103,5,Two killed in Bahrain car explosion,Two killed in Bahrain car blast
5565,main-news,headlines,2016,0121,5,Russia warns it will respond if interests attacked in Ukraine,Russia warns it will 'respond' if interests in Ukraine attacked
5566,main-news,headlines,2016,0134,4,Hosni Mubarak retrial adjourned until 8 June,Mubarak retrial adjourned to June
5567,main-news,headlines,2016,0142,4,Egypt protesters defy cabinet threat to end sit-ins,Egypt protesters defy cabinet threat
5568,main-news,headlines,2016,0149,5,Couple marry in the UK's first Scientology wedding,Couple get married in Britain's first Scientology wedding
5569,main-news,headlines,2016,0160,4,Qatar's emir hands power to his son,Qatari emir hands power to son Tamim
5570,main-news,headlines,2016,0163,3,"Philippines typhoon death toll feared to hit 7,000","Philippines typhoon death toll rises above 5,000"
5571,main-news,headlines,2016,0164,4,Egypt braces for 'Friday of anger' after carnage,Egypt braces for Friday of anger after bloody crackdown
5572,main-news,headlines,2016,0170,4,Red Sox Beat Tigers 5-2 to Advance to World Series,Red Sox beat Tigers to reach World Series
5573,main-news,headlines,2016,0175,4,China lands Jade Rabbit robot rover on Moon,China lands robot rover on moon
5574,main-news,headlines,2016,0192,4,Ukrainian parliament dismisses president,Ukraine's parliament votes to dismiss president
5575,main-news,headlines,2016,0193,5,Venezuela lawmakers brawl amid election tensions,Venezuela lawmakers brawl over election
5576,main-news,headlines,2016,0198,5,"North Korea Warns Foreigners in South, Advising Evacuation",North Korea warns foreigners in South to evacuate
5577,main-news,headlines,2016,0201,4,Captain of sunken South Korean ferry arrested,Captain of capsized S Korean Ferry Arrested
5578,main-news,headlines,2016,0217,3,"Cars, drivers plunge into river after Wash. I-5 bridge collapse",Cars plunge into river as US bridge collapses
5579,main-news,headlines,2016,0227,5,"Death toll in Syria now tops 100,000","Death toll in Syria over 100,000 so far"
5580,main-news,headlines,2016,0240,4,"Communist rebels ambush Philippine police, kill 7",Communist rebels kill eight Philippine police
5581,main-news,headlines,2016,0241,3,"Egypt's Morsi faces trial for prison break, murder, says prosecution",Egypt's Morsi faces trial for prison break
5582,main-news,headlines,2016,0242,5,Iran Nuclear Talks Enter Third Day,Iran nuclear talks enter crucial third day
5583,main-news,headlines,2016,0255,3,Thai army declares martial law,"Thailand's army declares martial law, denies coup"
5584,main-news,headlines,2016,0261,4,Woman dies while riding roller coaster in Texas,Woman dies riding roller coaster at Texas amusement park
5585,main-news,headlines,2016,0265,4,Nobel author Doris Lessing dies at 94,Nobel Prize winning author Doris Lessing dies
5586,main-news,headlines,2016,0268,5,Over 100 dead as typhoon slams central Philippines,At least 100 dead as typhoon batters Philippines
5587,main-news,headlines,2016,0271,4,First post office savings bank ATM opens in Chennai,India's first post office savings bank ATM inaugurated in Chennai
5588,main-news,headlines,2016,0272,3,Israel agrees to 12 hour ceasefire,Israel agrees to 24-hour Gaza truce
5589,main-news,headlines,2016,0276,3,Quake of 6.2 magnitude strikes off Indonesia's Sumatra - USGS,Earthquake of 6.9 magnitude strikes off Indonesia island
5590,main-news,headlines,2016,0287,4,British stuntman fell to his death in wing suit mishap,British stuntman dies in wingsuit mishap in Alps
5591,main-news,headlines,2016,0295,5,What makes India vote? Jaipur Lit Fest debates,What makes India vote? Debate at Jaipur Literature Festival
5592,main-news,headlines,2016,0309,4,White diamond breaks record in Hong Kong auction,White diamond fetches record $34m at HK auction
5593,main-news,headlines,2016,0314,3,Chinese satellite spots large object in search area,Malaysia: Chinese satellite found object in ocean
5594,main-news,headlines,2016,0354,5,Hamas Urges Hizbullah to Pull Fighters Out of Syria,Hamas calls on Hezbollah to pull forces out of Syria
5595,main-news,headlines,2016,0366,3,U.S. and Russia reach a deal on Syria's chemical weapons,"China welcomes US, Russia deal on Syria chemical weapons"
5596,main-news,headlines,2016,0371,4,"PSNI failed RUC officers, tribunal told",13:23 PSNI 'failed RUC officer families'
5597,main-news,headlines,2016,0373,5,Stocks edge lower following retail earnings,Stocks edge lower after earnings from retailers
5598,main-news,headlines,2016,0377,4,Police helicopter crashes into Scottish pub,Police helicopter crashes on top of bar in Glasgow
5599,main-news,headlines,2016,0387,4,US ups pressure on Israel as UN demands Gaza truce,"US, UN up pressure on Israel over Gaza"
5600,main-news,headlines,2016,0401,4,Australian PM says 'Very confident' signals are from black box,Australian PM confident sounds are from Flight 370
5601,main-news,headlines,2016,0407,1,Mandela's condition has 'improved',Mandela's condition has 'worsened over past 48 hours'
5602,main-news,headlines,2016,0420,4,Philippe becomes king of Belgium,Philippe ascends throne of divided Belgium
5603,main-news,headlines,2016,0427,4,India anti-graft party takes charge in New Delhi,India's Anti-Graft Party Forms Government in Delhi
5604,main-news,headlines,2016,0428,5,Spain approves new restrictive abortion law,Spanish government approves tight restrictions on abortion
5605,main-news,headlines,2016,0437,2,Obama orders Syria 'gas attack' inquiry,UN urges Syria gas attack inspection
5606,main-news,headlines,2016,0455,5,German ambassador's Athens residence shot at,Shots fired at German ambassador's residence in Athens
5607,main-news,headlines,2016,0463,2,Ukraine's jailed opposition icon Tymoshenko walks free,Ukraine's opposition chief wants more protests
5608,main-news,headlines,2016,0466,3,Oklahoma examines what went wrong in botched execution,Okla. inmate dies of heart attack after botched execution
5609,main-news,headlines,2016,0468,5,Napolitano elected for second term as Italy president,Italian President Napolitano elected for second term
5610,main-news,headlines,2016,0473,4,UN court convicts 6 Bosnian Croats of atrocities,UN War Crimes Court Convicts Six Bosnians Croats
5611,main-news,headlines,2016,0495,4,Saudi man with pressure cooker arrested at Detroit airport,Saudi Man Traveling With Pressure Cooker Arrested
5612,main-news,headlines,2016,0517,5,North Korea says to put US citizen on trial,North Korea says detained American tourist to face trial
5613,main-news,headlines,2016,0532,3,Thai protests escalate amid violence,Thai protesters call general strike
5614,main-news,headlines,2016,0538,3,Egypt imposes state of emergency after 95 people killed,Egypt announces one-month state of emergency nationwide
5615,main-news,headlines,2016,0561,4,Rallies demand 'Justice for Trayvon',"Across US, people rally for 'Justice for Trayvon'"
5616,main-news,headlines,2016,0569,3,"UN warns of plight of women, children in Syria's Homs","UNICEF calls for immediate safe access to women, children in Homs"
5617,main-news,headlines,2016,0573,4,"Hagel, Dempsey face Congress over defense budget","Hagel laments ""political"" changes to US defence budget"
5618,main-news,headlines,2016,0574,3,Sony to sell PC unit and cut jobs,Sony to axe PC unit in major business overhaul
5619,main-news,headlines,2016,0579,2,Man kills 4 in Calif. before police shoot him dead,Police: Gunman killed 6 in California shootings
5620,main-news,headlines,2016,0584,2,N. Korea Deports Elderly American,North Korea deports detained US war veteran
5621,main-news,headlines,2016,0594,1,Search leader urges caution in findings related to missing Malaysian jetliner,Searchers hoping pings come from lost Malaysian airliner
5622,main-news,headlines,2016,0601,1,"Mandela remembered by family, as stadium memorial service is planned",Mandela's family thanks nation and world for support
5623,main-news,headlines,2016,0622,4,Ukrainian presidency says deal reached at crisis talks,Ukraine rivals sign deal to end crisis
5624,main-news,headlines,2016,0627,2,Obama mulls limited military action in Syria,"Obama urges military action against Syria, but will seek Congress' OK"
5625,main-news,headlines,2016,0646,4,"Syria's PM escapes assassination try, regime says",Syrian prime minister survives assassination attempt
5626,main-news,headlines,2016,0661,3,Jordan elected to take Saudi seat on UN Security Council,Jordan elected to UN security council seat that Saudi Arabia rejected
5627,main-news,headlines,2016,0667,0,At least 18 killed in Iraq mosque bombing,More than 60 killed at Iraq funeral
5628,main-news,headlines,2016,0668,3,Police surround protesters in Belfast ahead of G8,Peaceful anti-G8 protest held in Belfast
5629,main-news,headlines,2016,0691,1,George Zimmerman found not guilty of Trayvon Martin murder,George Zimmerman Verdict Propels Cable News Into Talkradio Mode
5630,main-news,headlines,2016,0695,3,"Ten rescued off Waterford, Dublin coasts",Six rescued after boat capsizes in Dublin Bay
5631,main-news,headlines,2016,0704,5,Mandela spends third day in hospital,Mandela in Hospital for 3rd Day
5632,main-news,headlines,2016,0708,2,One killed in clashes at Muslim Brotherhood Cairo offices,Egypt: Protesters storm Muslim Brotherhood's HQ
5633,main-news,headlines,2016,0714,2,Saudi Women To Protest Against Driving Ban,Saudi women drive in protest with little problem
5634,main-news,headlines,2016,0717,1,Russian parliament allows Putin to use military in Ukraine,President Obama warns Russia to stay out of Ukraine
5635,main-news,headlines,2016,0726,2,Nelson Mandela hospital release reports 'incorrect',Nelson Mandela Goes Home After Hospital Stay
5636,main-news,headlines,2016,0732,1,World stocks rise on hopes Fed to keep stimulus,Fed expected to maintain stimulus
5637,main-news,headlines,2016,0733,1,No winners in a war of sanctions,The impact of sanctions on Russia
5638,main-news,headlines,2016,0751,3,World Cup hit by new stadium death,Worker dies at World Cup stadium
5639,main-news,headlines,2016,0754,1,Tata Nano and other Indian small cars fail crash tests,How does world's cheapest car do in crash test?
5640,main-news,headlines,2016,0759,3,"Greece reaches agreement with troika, bailout tranche expected within days",Debt inspectors reach agreement with Greece
5641,main-news,headlines,2016,0768,5,Murray ends 77-year wait for British win,Murray wins Wimbledon title ends Britains 77year agony
5642,main-news,headlines,2016,0769,0,Malaysia Airlines plane crashes on Ukraine-Russia border - live,US: Russia Massing Troops on Ukraine Border
5643,main-news,headlines,2016,0776,2,US to Determine Extent of Chemical Weapons Use by Syria,What we know so far about chemical weapons in Syria's civil war
5644,main-news,headlines,2016,0781,0,The covert war in Pakistan,New major earthquake rocks southwest Pakistan
